*	0	left_flank_p1.sam
*	0	left_flank_p1.sam
*	0	left_flank_p1.sam
*	0	left_flank_p1.sam
*	0	left_flank_p2.sam
*	0	left_flank_p2.sam
*	0	right_flank_p1.sam
*	0	right_flank_p1.sam
*	0	right_flank_p1.sam
*	0	right_flank_p2.sam
*	0	right_flank_p2.sam
*	0	right_flank_p2.sam
*	0	right_flank_p2.sam
*	0	right_flank_p2.sam
*	0	right_flank_p2.sam
Chr10	14234	left_flank_p2.sam
Chr12	16004	right_flank_p1.sam
Chr1	79897	right_flank_p2.sam
Chr7	82046	right_flank_p2.sam
Chr2	83329	left_flank_p1.sam
Chr1	137373	left_flank_p2.sam
Chr2	214442	left_flank_p2.sam
Chr2	214442	left_flank_p2.sam
Chr2	214448	left_flank_p2.sam
Chr2	214455	right_flank_p2.sam
Chr2	214455	right_flank_p2.sam
Chr2	214455	right_flank_p2.sam
Chr2	214458	left_flank_p1.sam
Chr2	214458	left_flank_p1.sam
Chr2	214461	right_flank_p1.sam
Chr2	214461	right_flank_p2.sam
Chr2	214461	right_flank_p2.sam
Chr2	214461	right_flank_p2.sam
Chr2	214462	left_flank_p1.sam
Chr2	214462	left_flank_p1.sam
Chr2	214466	left_flank_p2.sam
Chr2	214466	left_flank_p2.sam
Chr2	214466	right_flank_p1.sam
Chr2	214466	right_flank_p2.sam
Chr2	214468	left_flank_p1.sam
Chr2	214468	left_flank_p2.sam
Chr2	214470	left_flank_p1.sam
Chr2	214470	left_flank_p2.sam
Chr2	214474	left_flank_p2.sam
Chr2	214474	right_flank_p1.sam
Chr2	214474	right_flank_p1.sam
Chr2	214474	right_flank_p1.sam
Chr2	214475	right_flank_p1.sam
Chr2	214477	right_flank_p1.sam
Chr2	214477	right_flank_p2.sam
Chr2	214477	right_flank_p2.sam
Chr2	214478	left_flank_p1.sam
Chr2	214478	left_flank_p1.sam
Chr2	214480	left_flank_p1.sam
Chr2	214481	right_flank_p1.sam
Chr2	214482	left_flank_p1.sam
Chr2	214482	left_flank_p2.sam
Chr2	214482	right_flank_p1.sam
Chr2	214482	right_flank_p2.sam
Chr2	214482	right_flank_p2.sam
Chr2	214482	right_flank_p2.sam
Chr2	214484	right_flank_p2.sam
Chr2	214486	left_flank_p1.sam
Chr2	214486	right_flank_p2.sam
Chr2	214487	right_flank_p2.sam
Chr2	214488	left_flank_p1.sam
Chr2	214488	left_flank_p1.sam
Chr2	214488	right_flank_p1.sam
Chr2	214488	right_flank_p2.sam
Chr2	214489	right_flank_p1.sam
Chr2	214489	right_flank_p1.sam
Chr2	214489	right_flank_p2.sam
Chr2	214492	left_flank_p1.sam
Chr2	214492	right_flank_p1.sam
Chr2	214492	right_flank_p1.sam
Chr2	214492	right_flank_p2.sam
Chr2	214495	right_flank_p2.sam
Chr2	214496	left_flank_p1.sam
Chr2	214501	right_flank_p2.sam
Chr2	214504	left_flank_p2.sam
Chr2	214504	left_flank_p2.sam
Chr2	214506	left_flank_p1.sam
Chr2	214506	left_flank_p1.sam
Chr2	214506	left_flank_p1.sam
Chr2	214537	left_flank_p1.sam
Chr2	214538	left_flank_p1.sam
Chr2	214538	left_flank_p1.sam
Chr2	214538	left_flank_p1.sam
Chr2	214538	left_flank_p1.sam
Chr2	214538	left_flank_p1.sam
Chr2	214538	left_flank_p1.sam
Chr2	214538	left_flank_p1.sam
Chr2	214538	left_flank_p1.sam
Chr2	214538	left_flank_p1.sam
Chr2	214538	left_flank_p1.sam
Chr2	214538	left_flank_p1.sam
Chr2	214538	left_flank_p1.sam
Chr2	214538	left_flank_p1.sam
Chr2	214538	left_flank_p1.sam
Chr2	214538	left_flank_p2.sam
Chr2	214538	left_flank_p2.sam
Chr2	214538	left_flank_p2.sam
Chr2	214538	left_flank_p2.sam
Chr2	214538	left_flank_p2.sam
Chr2	214538	left_flank_p2.sam
Chr2	214538	left_flank_p2.sam
Chr2	214538	left_flank_p2.sam
Chr2	214538	left_flank_p2.sam
Chr2	214538	left_flank_p2.sam
Chr2	214538	left_flank_p2.sam
Chr2	214538	left_flank_p2.sam
Chr2	214538	left_flank_p2.sam
Chr2	223406	right_flank_p2.sam
Chr2	223423	right_flank_p1.sam
Chr5	226584	right_flank_p1.sam
Chr5	226584	right_flank_p2.sam
Chr8	264235	right_flank_p2.sam
Chr9	302527	right_flank_p2.sam
Chr5	360930	right_flank_p1.sam
Chr11	393599	left_flank_p1.sam
Chr11	393599	left_flank_p2.sam
Chr11	393599	left_flank_p2.sam
Chr11	393605	left_flank_p1.sam
Chr11	393609	left_flank_p1.sam
Chr11	393609	left_flank_p2.sam
Chr11	393616	right_flank_p2.sam
